Unnamed: 0,State Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,Total/Rural/Urban,Number of villages Inhabited,Number of villages unhabited,Number of towns,Number of households,Population,"Area
 (In sq. km)",Population per sq. km.,lattitude,longitude,elevation,temp (min),temp (max),temp (mean),terrorist attacks,maoist attacks,border,LWE areas,elevation_index,border_index,terrorism_index,maoist_index,temp_index,population_sq_km_index,elevation_modified,population_sq_km_modified,temp_modified,border_modified,terrorism_modified,maoist_modified,Risk,Hardship,risk_hardship_matrix_index,risk_value,hardship_value,normalized_risk_hardship_matrix_index
10,1,2,8.0,SUB-DISTRICT,Chadoora,Total,104,4,3,30390,212233,194.67,1090.0,34.0,75.0,5174.0,14.0,95.0,57.04,3,0,1,0,0,1,1,0,0,0,0.16538805779312107,0.01925488879860093,0.6268131868131868,0.5,1.0,0.0,0.7797064921603774,0.36486724668841714,6,3,2,5.458335340619995
11,1,2,9.0,SUB-DISTRICT,Charar- E- Shrief,Total,16,1,1,7054,53416,58.85,908.0,34.0,75.0,6342.0,14.0,95.0,57.04,3,0,1,0,0,1,1,0,0,0,0.2027234369006521,0.016039852320302424,0.6268131868131868,0.5,1.0,0.0,0.797061329416325,0.38371654941348726,6,3,2,5.458335340619995
12,1,3,0.0,DISTRICT,Leh(Ladakh),Total,111,1,3,21909,133487,45110.0,3.0,33.0,77.0,11750.0,-24.52,13.9,20.84,0,0,2,0,2,2,0,0,1,1,0.7511827132080297,5.2995106785140175e-05,0.229010989010989,1.0,0.0,0.0,0.8195869572245583,0.4611786899681339,6,3,2,5.458335340619995
13,1,3,10.0,SUB-DISTRICT,Leh,Total,60,1,3,15497,93961,171.06,549.0,33.0,77.0,14100.0,-24.52,13.9,20.84,0,0,2,0,3,2,0,0,1,0,0.9014192558496356,0.00969810454168065,0.229010989010989,1.0,0.0,0.0,0.8894223468674981,0.526530683203706,6,3,2,5.458335340619995
14,1,3,0.0,Village,Tangtse,Total,27,-1,-1,3605,22432,165.82,133.0,34.03015,78.16773,12950.0,-7.0,70.0,61.0,0,0,2,0,2,2,0,0,0,0,0.8278992456207646,0.0023494497341412144,0.6703296703296703,1.0,0.0,0.0,0.8552475817230808,0.7009127557467746,9,3,3,9.92260013192158
15,1,3,11.0,SUB-DISTRICT,Nubra,Total,28,0,0,3606,22433,166.82,134.0,35.0,78.0,10000.0,-7.0,70.0,61.0,0,0,2,0,2,2,0,0,0,0,0.6393044367727913,0.002367114769736261,0.6703296703296703,1.0,0.0,0.0,0.7675818798308798,0.6132388425058422,6,3,2,5.458335340619995
16,1,3,12.0,SUB-DISTRICT,Khalatse,Total,23,0,0,2806,17093,56.01,305.0,34.0,77.0,10784.0,-7.0,70.0,61.0,0,0,2,0,2,2,0,0,0,0,0.689425904615778,0.005387835856489251,0.6703296703296703,1.0,0.0,0.0,0.7908801545032478,0.6351329765451335,6,3,2,5.458335340619995
17,1,4,0.0,DISTRICT,Kargil,Total,125,2,1,18338,140802,14036.0,10.0,35.0,76.0,14334.0,1.04,73.04,42.08,0,0,2,0,3,2,0,0,0,1,0.9163789796701189,0.00017665035595046725,0.4624175824175824,1.0,0.0,0.0,0.89637616864471,0.6464062652964427,6,3,2,5.458335340619995
18,1,4,13.0,SUB-DISTRICT,Kargil,Total,64,2,1,10867,86461,84.16,1027.0,35.0,76.0,14334.0,1.04,73.04,42.08,0,0,2,0,3,2,0,0,0,0,0.9163789796701189,0.018141991556112985,0.4624175824175824,1.0,0.0,0.0,0.89637616864471,0.6380553236365655,6,3,2,5.458335340619995
19,1,4,14.0,SUB-DISTRICT,Sanku,Total,36,0,0,5144,40548,60.49,670.0,34.0,76.0,10500.0,1.04,73.04,42.08,0,0,2,0,2,2,0,0,0,0,0.6712696586114307,0.011835573848681304,0.4624175824175824,1.0,0.0,0.0,0.7824404733719308,0.5270510798609112,6,3,2,5.458335340619995
20,1,4,15.0,SUB-DISTRICT,Zanskar,Total,25,0,0,2327,13793,43.11,320.0,33.0,77.0,15629.0,1.04,73.04,42.08,0,0,2,0,3,2,0,0,0,0,0.9991689042321954,0.005652811390414952,0.4624175824175824,1.0,0.0,0.0,0.9348599259160323,0.6823445044610177,9,3,3,9.92260013192158
21,1,5,0.0,DISTRICT,Poonch ,Total,170,8,3,90261,476835,1674.0,285.0,33.0,74.0,1000.0,25.0,84.0,50.0,2,0,1,0,0,1,0,0,0,0,0.03196522183863956,0.005034535144588317,0.5494505494505495,0.5,0.6666666666666666,0.0,0.5627413092739503,0.27349665548258256,2,2,1,-0.4940177144487849
22,1,5,16.0,SUB-DISTRICT,Haveli,Total,49,2,1,25558,132767,278.42,477.0,34.0,74.0,8000.0,25.0,84.0,50.0,2,0,1,0,0,1,0,0,0,0,0.511443549418233,0.008426221978837287,0.5494505494505495,0.5,0.6666666666666666,0.0,0.7856202123897157,0.49479897964191094,6,3,2,5.458335340619995
23,1,5,17.0,SUB-DISTRICT,Mandi,Total,37,0,0,16313,77947,196.28,397.0,34.0,74.0,10557.0,25.0,84.0,50.0,2,0,1,0,2,1,0,0,0,0,0.6749136939010357,0.00701301913123355,0.5494505494505495,0.5,0.6666666666666666,0.0,0.8616070597586507,0.5714427349093613,6,3,2,5.458335340619995
24,1,5,18.0,SUB-DISTRICT,Mendhar Tehsil,Total,51,5,1,25334,141366,424.69,333.0,34.0,74.0,4819.0,25.0,84.0,50.0,2,0,1,0,0,1,0,0,0,0,0.15404040404040403,0.005882456853150559,0.5494505494505495,0.5,0.6666666666666666,0.0,0.6194862780072241,0.32984747947674714,2,2,1,-0.4940177144487849
25,1,5,19.0,SUB-DISTRICT,Surankote,Total,33,1,1,23056,124755,250.23,499.0,34.0,74.0,5180.0,25.0,84.0,50.0,2,0,1,0,0,1,0,0,0,0,0.1655798491241529,0.008814852761928315,0.5494505494505495,0.5,0.6666666666666666,0.0,0.6248502302755435,0.3338483478556471,4,2,2,2.482158813085605
26,1,6,0.0,DISTRICT,Rajouri,Total,375,10,4,130401,642415,2630.0,244.0,33.0,74.0,5603.0,42.8,99.53,61.0,2,0,1,0,0,1,0,0,0,0,0.17910113796189744,0.004310268685191401,0.6703296703296703,0.5,0.6666666666666666,0.0,0.6311354153434082,0.3984164229348718,4,2,2,2.482158813085605
27,1,6,20.0,SUB-DISTRICT,Thanamandi,Total,32,0,1,13644,67773,148.69,456.0,34.0,74.0,5603.0,42.8,99.53,61.0,2,0,1,0,0,1,0,0,0,0,0.17910113796189744,0.008055256231341306,0.6703296703296703,0.5,0.6666666666666666,0.0,0.6311354153434082,0.3966756170038059,4,2,2,2.482158813085605
28,1,6,21.0,SUB-DISTRICT,Darhal,Total,11,1,0,7612,36227,80.3,451.0,33.0,74.0,6532.0,42.8,99.53,61.0,2,0,1,0,0,1,0,0,0,0,0.2087968290499936,0.007966931053366072,0.6703296703296703,0.5,0.6666666666666666,0.0,0.6449390487430445,0.41052030714709953,4,2,2,2.482158813085605
29,1,6,22.0,SUB-DISTRICT,Rajouri,Total,118,3,1,36640,189067,593.49,319.0,33.0,74.0,4061.0,42.8,99.53,61.0,2,0,1,0,0,1,0,0,0,0,0.12981076588671525,0.005635146354819905,0.6703296703296703,0.5,0.6666666666666666,0.0,0.6082234641031075,0.3748886205397129,4,2,2,2.482158813085605
30,1,6,23.0,SUB-DISTRICT,Budhal,Total,51,1,0,23676,123050,468.25,263.0,33.0,75.0,5807.0,42.8,99.53,61.0,2,0,1,0,0,1,0,0,0,0,0.18562204321697992,0.004645904361497288,0.6703296703296703,0.5,0.6666666666666666,0.0,0.6341665684257826,0.4012915603913488,4,2,2,2.482158813085605
31,1,6,24.0,SUB-DISTRICT,Kalakote,Total,68,1,0,16243,72667,412.96,176.0,33.0,74.0,2300.0,42.8,99.53,61.0,2,0,1,0,0,1,0,0,0,0,0.07352001022887099,0.0031090462647282236,0.6703296703296703,0.5,0.6666666666666666,0.0,0.5820574808773166,0.34989686018251837,4,2,2,2.482158813085605
32,1,6,25.0,SUB-DISTRICT,"Nowshera, Jammu and Kashmir",Total,52,4,1,18323,89416,482.03,185.0,34.0,75.0,5167.0,42.8,99.53,61.0,2,0,1,0,0,1,0,0,0,0,0.1651643012402506,0.003268031585083644,0.6703296703296703,0.5,0.6666666666666666,0.0,0.62465706855951,0.39242254572612867,4,2,2,2.482158813085605
33,1,6,26.0,SUB-DISTRICT,Sunderbani,Total,43,0,1,14263,64215,333.43,193.0,33.0,74.0,2077.0,42.8,99.53,61.0,2,0,1,0,0,1,0,0,0,0,0.06639176575885436,0.0034093518698440177,0.6703296703296703,0.5,0.6666666666666666,0.0,0.5787440145176622,0.3464438008944294,4,2,2,2.482158813085605
34,1,7,0.0,DISTRICT,Kathua,Total,496,16,6,119583,616435,2502.0,246.0,33.0,76.0,2769.0,42.8,99.53,61.0,0,0,1,0,0,1,0,0,0,0,0.08851169927119294,0.004345598756381494,0.6703296703296703,0.5,0.0,0.0,0.2791353343559093,0.3562907461420703,2,1,2,-0.4940177144487849
35,1,7,27.0,SUB-DISTRICT,Billawar,Total,65,1,1,28687,150882,675.12,223.0,33.0,76.0,2769.0,42.8,99.53,61.0,0,0,1,0,0,1,0,0,0,0,0.08851169927119294,0.003939302937695419,0.6703296703296703,0.5,0.0,0.0,0.2791353343559093,0.35647960716289345,2,1,2,-0.4940177144487849
36,1,7,28.0,SUB-DISTRICT,Bashohli,Total,38,1,1,13312,70810,344.24,206.0,33.0,76.0,3937.0,42.8,99.53,61.0,0,0,1,0,0,1,0,0,0,0,0.12584707837872394,0.003638997332579625,0.6703296703296703,0.5,0.0,0.0,0.2964901716118569,0.3739740373472755,2,1,2,-0.4940177144487849
37,1,7,29.0,SUB-DISTRICT,Bani,Total,33,0,0,8096,45996,468.12,98.0,33.0,76.0,4200.0,42.8,99.53,61.0,0,0,1,0,0,1,0,0,0,1,0.13425393172228614,0.001731173488314579,0.6703296703296703,0.5,0.0,0.0,0.30039798171315335,0.37876867311156787,2,1,2,-0.4940177144487849
38,1,7,30.0,SUB-DISTRICT,Kathua,Total,163,8,3,41206,210949,563.89,374.0,33.0,76.0,1633.0,42.8,99.53,61.0,0,0,1,0,0,1,0,0,0,0,0.0521992072624984,0.006606723312547475,0.6703296703296703,0.5,0.0,0.0,0.26225597209327534,0.3383603312418116,2,1,2,-0.4940177144487849
39,1,7,31.0,SUB-DISTRICT,Hiranagar,Total,197,6,1,28282,137798,388.92,354.0,32.0,75.0,1010.0,42.8,99.53,61.0,0,0,1,0,0,1,0,0,0,0,0.03228487405702596,0.00625342260064654,0.6703296703296703,0.5,0.0,0.0,0.25299906831720054,0.3292676544403657,1,1,1,-1.98210597821598
40,1,8,0.0,DISTRICT,Baramula,Total,509,9,7,152635,1008039,4243.0,238.0,34.2087,74.3435,5521.0,24.0,84.0,56.0,2,0,1,0,0,1,0,0,0,0,0.176479989771129,0.00420427847162112,0.6153846153846154,0.5,0.6666666666666666,0.0,0.629917010673042,0.3717068335910569,4,2,2,2.482158813085605
41,1,8,32.0,SUB-DISTRICT,Sopore,Total,57,1,1,33709,219913,170.09,1293.0,34.0,74.0,5521.0,24.0,84.0,56.0,2,0,1,0,0,1,0,0,0,0,0.176479989771129,0.022840891024395415,0.6153846153846154,0.5,0.6666666666666666,0.0,0.629917010673042,0.3630438606793848,4,2,2,2.482158813085605
42,1,8,33.0,SUB-DISTRICT,"Rafiabad, India",Total,77,0,1,14178,92639,113.34,817.0,34.0,74.0,5174.0,24.0,84.0,56.0,2,0,1,0,0,1,0,0,0,0,0.16538805779312107,0.014432334081153174,0.6153846153846154,0.5,0.6666666666666666,0.0,0.6247610787142972,0.36179653071680684,4,2,2,2.482158813085605
43,1,8,34.0,SUB-DISTRICT,Pattan,Total,94,1,1,28428,229155,181.34,1264.0,34.0,75.0,5311.0,24.0,84.0,56.0,2,0,1,0,0,1,0,0,0,0,0.1697672931850147,0.02232860499213906,0.6153846153846154,0.5,0.6666666666666666,0.0,0.6267967060294212,0.36016168514897595,4,2,2,2.482158813085605
44,1,8,35.0,SUB-DISTRICT,Baramulla,Total,42,0,1,24196,149649,122.36,1223.0,34.0,74.0,5912.0,24.0,84.0,56.0,2,0,1,0,0,1,0,0,0,0,0.1889783915100371,0.021604338532742143,0.6153846153846154,0.5,0.6666666666666666,0.0,0.635726720747593,0.36942836516513683,4,2,2,2.482158813085605
45,1,8,36.0,SUB-DISTRICT,Kreeri,Total,50,0,0,11402,66954,84.19,795.0,34.0,74.0,5498.0,24.0,84.0,56.0,2,0,1,0,0,1,0,0,0,0,0.1757447896688403,0.014043703298062146,0.6153846153846154,0.5,0.6666666666666666,0.0,0.6295752630215978,0.36679136469619916,4,2,2,2.482158813085605
46,1,8,37.0,SUB-DISTRICT,"Uri, Jammu and Kashmir",Total,41,7,1,12109,74867,160.05,468.0,34.0,74.0,7034.0,24.0,84.0,56.0,2,0,1,0,0,1,0,0,0,0,0.22484337041299066,0.008267236658481867,0.6153846153846154,0.5,0.6666666666666666,0.0,0.6523980627006521,0.3922992754104353,4,2,2,2.482158813085605
47,1,8,38.0,SUB-DISTRICT,Boniyar,Total,52,0,0,11912,72564,95.59,759.0,34.0,75.0,5174.0,24.0,84.0,56.0,2,0,1,0,0,1,0,0,0,0,0.16538805779312107,0.013407762016640463,0.6153846153846154,0.5,0.6666666666666666,0.0,0.6247610787142972,0.3622727889432305,4,2,2,2.482158813085605
48,1,8,39.0,SUB-DISTRICT,Tangmarg,Total,96,0,2,16701,102298,111.43,918.0,34.0,74.0,10232.0,24.0,84.0,56.0,2,0,1,0,2,1,0,0,0,0,0.6541362997059199,0.01621650267625289,0.6153846153846154,0.5,0.6666666666666666,0.0,0.8519489739569674,0.5881550797376014,6,3,2,5.458335340619995
49,1,9,0.0,DISTRICT,Bandipore,Total,119,3,3,58392,392232,345.0,1137.0,34.504,74.8283,12845.0,5.2,75.0,57.04,2,0,1,0,2,1,1,0,0,0,0.8211865490346503,0.020085145471568124,0.6268131868131868,0.5,0.6666666666666666,0.0,0.9295999838025,0.6693202183862423,9,3,3,9.92260013192158
50,1,9,40.0,SUB-DISTRICT,Gurez,Total,28,0,0,5026,37992,44.66,851.0,35.0,75.0,12845.0,5.2,75.0,57.04,2,0,1,0,2,1,1,0,0,0,0.8211865490346503,0.015032945291384762,0.6268131868131868,0.5,0.6666666666666666,0.0,0.9295999838025,0.671668664123435,9,3,3,9.92260013192158
51,1,9,41.0,SUB-DISTRICT,Bandipore,Total,41,1,1,28360,177738,116.21,1529.0,34.0,75.0,9845.0,5.2,75.0,57.04,2,0,1,0,2,1,1,0,0,0,0.629395218002813,0.027009839424826442,0.6268131868131868,0.5,0.6666666666666666,0.0,0.8404484225561939,0.5769498084372106,6,3,2,5.458335340619995
52,1,9,42.0,SUB-DISTRICT,Sonawari,Total,50,2,2,25006,176502,184.0,959.0,34.0,75.0,6175.0,5.2,75.0,57.04,2,0,1,0,0,1,1,0,0,0,0.1973852448535993,0.01694076913564981,0.6268131868131868,0.5,0.6666666666666666,0.0,0.6396345308488893,0.3808163855068282,4,2,2,2.482158813085605
53,1,10,0.0,DISTRICT,Srinagar,Total,11,0,5,191678,1236829,1979.0,625.0,34.0833,74.8333,5200.0,24.0,80.0,62.0,2,0,0,0,0,0,0,0,0,0,0.1662191535609257,0.011040647246904203,0.6813186813186813,0.0,0.6666666666666666,0.0,0.39272928197724444,0.394407976424316,4,2,2,2.482158813085605
54,1,10,43.0,SUB-DISTRICT,Srinagar (North),Total,8,0,3,188079,1216358,298.07,4081.0,34.0,75.0,5200.0,24.0,80.0,62.0,2,0,0,0,0,0,0,0,0,0,0.1662191535609257,0.07209101026338569,0.6813186813186813,0.0,0.6666666666666666,0.0,0.39272928197724444,0.36602955520845,4,2,2,2.482158813085605
55,1,10,44.0,SUB-DISTRICT,Srinagar (South),Total,3,0,2,3599,20471,12.42,1648.0,34.0,75.0,5200.0,24.0,80.0,62.0,2,0,0,0,0,0,0,0,0,0,0.1662191535609257,0.029111978660637,0.6813186813186813,0.0,0.6666666666666666,0.0,0.39272928197724444,0.3860077666720501,4,2,2,2.482158813085605
56,1,11,0.0,DISTRICT,Ganderbal,Total,113,2,3,45361,297446,259.0,1148.0,34.2947,75.2,7943.0,25.0,84.0,56.0,0,0,0,0,0,0,0,0,0,0,0.253899757064314,0.02027946086311364,0.6153846153846154,0.0,0.0,0.0,0.12359557716818714,0.4002220198018696,2,1,2,-0.4940177144487849
57,1,11,45.0,SUB-DISTRICT,"Lar, Jammu and Kashmir",Total,42,0,1,13620,90694,82.92,1094.0,34.0,75.0,6861.0,25.0,84.0,56.0,0,0,0,0,0,0,0,0,0,0,0.21931338703490602,0.019325548940981117,0.6153846153846154,0.0,0.0,0.0,0.10751857895676994,0.3845884344219503,2,1,2,-0.4940177144487849
58,1,11,46.0,SUB-DISTRICT,"Kangan, Jammu and Kashmir",Total,42,0,0,18326,120934,90.44,1337.0,34.0,75.0,11918.0,25.0,84.0,56.0,0,0,0,0,2,0,0,0,0,0,0.7619230277458126,0.02361815259057747,0.6153846153846154,0.0,0.0,0.0,0.3597432043161111,0.634817702039551,4,2,2,2.482158813085605
59,1,11,47.0,SUB-DISTRICT,Ganderbal,Total,29,2,2,13415,85818,85.96,998.0,34.0,75.0,6684.0,25.0,84.0,56.0,0,0,0,0,0,0,0,0,0,0,0.21365554276946683,0.01762970552385663,0.6153846153846154,0.0,0.0,0.0,0.10488860790000391,0.38274675284340276,2,1,2,-0.4940177144487849
60,1,12,0.0,DISTRICT,Pulwama,Total,319,10,5,86241,560440,1086.0,516.0,33.8736,74.8999,6910.0,25.0,84.0,58.0,2,0,0,0,0,0,0,0,0,0,0.22087968290499935,0.00911515836704411,0.6373626373626373,0.0,0.6666666666666666,0.0,0.4181374769324417,0.4002788461785706,4,2,2,2.482158813085605
61,1,12,48.0,SUB-DISTRICT,Pampore,Total,23,3,2,12350,81564,112.41,726.0,34.0,75.0,6910.0,25.0,84.0,58.0,2,0,0,0,0,0,0,0,0,0,0.22087968290499935,0.012824815842003921,0.6373626373626373,0.0,0.6666666666666666,0.0,0.4181374769324417,0.39855446294496766,4,2,2,2.482158813085605
62,1,12,49.0,SUB-DISTRICT,Awantipora,Total,43,3,1,12091,86507,116.92,740.0,34.0,75.0,5774.0,25.0,84.0,58.0,2,0,0,0,0,0,0,0,0,0,0.18456719089630483,0.013072126340334576,0.6373626373626373,0.0,0.6666666666666666,0.0,0.4012581146698077,0.38156014180009346,4,2,2,2.482158813085605
63,1,12,50.0,SUB-DISTRICT,Tral,Total,66,0,1,18659,110196,117.87,935.0,34.0,75.0,6532.0,25.0,84.0,58.0,2,0,0,0,0,0,0,0,0,0,0.2087968290499936,0.016516808281368686,0.6373626373626373,0.0,0.6666666666666666,0.0,0.41252092857392436,0.39122174270157883,4,2,2,2.482158813085605
64,1,12,51.0,SUB-DISTRICT,Pulwama,Total,187,4,1,43141,282173,288.68,977.0,34.0,75.0,6561.0,25.0,84.0,58.0,2,0,0,0,0,0,0,0,0,0,0.20972382048331414,0.017258739776360648,0.6373626373626373,0.0,0.6666666666666666,0.0,0.4129518277866149,0.39130776526754874,4,2,2,2.482158813085605
65,1,13,0.0,DISTRICT,Shopian,Total,226,3,1,44411,266215,312.0,853.0,33.7208,74.834,6729.0,25.0,84.0,57.0,2,0,0,0,0,0,0,0,0,0,0.2150939777522056,0.015068275362574856,0.6263736263736264,0.0,0.6666666666666666,0.0,0.4154480715015114,0.3897141256719768,4,2,2,2.482158813085605
66,1,13,52.0,SUB-DISTRICT,Shopian,Total,226,3,1,44411,266215,311.73,854.0,34.0,75.0,6729.0,25.0,84.0,57.0,2,0,0,0,0,0,0,0,0,0,0.2150939777522056,0.015085940398169902,0.6263736263736264,0.0,0.6666666666666666,0.0,0.4154480715015114,0.3897059143232453,4,2,2,2.482158813085605
67,1,14,0.0,DISTRICT,Anantnag,Total,335,7,12,153640,1078692,3574.0,302.0,33.7369,75.1455,5223.0,25.0,84.0,57.0,2,0,0,0,0,0,0,0,0,0,0.16695435366321443,0.005334840749704111,0.6263736263736264,0.0,0.6666666666666666,0.0,0.39307102962868856,0.3718615369501788,4,2,2,2.482158813085605
68,1,14,53.0,SUB-DISTRICT,Pahalgam,Total,65,1,2,19277,119884,125.22,957.0,34.0,75.0,13008.0,25.0,84.0,57.0,2,0,0,0,2,0,0,0,0,0,0.8316072113540468,0.016905439064459717,0.6263736263736264,0.0,0.6666666666666666,0.0,0.7020257651277626,0.6754378390301579,9,3,3,9.92260013192158
69,1,14,54.0,SUB-DISTRICT,Bijbehara,Total,51,1,2,20450,146801,142.1,1033.0,34.0,75.0,5223.0,25.0,84.0,57.0,2,0,0,0,0,0,0,0,0,0,0.16695435366321443,0.018247981769683265,0.6263736263736264,0.0,0.6666666666666666,0.0,0.39307102962868856,0.3658590410274942,4,2,2,2.482158813085605
70,1,14,55.0,SUB-DISTRICT,Anantnag,Total,82,4,4,48726,364763,188.83,1932.0,34.0,75.0,5656.0,25.0,84.0,57.0,2,0,0,0,0,0,0,0,0,0,0.18079529471934536,0.03412884876963027,0.6263736263736264,0.0,0.6666666666666666,0.0,0.39950480063196364,0.3649108095212023,4,2,2,2.482158813085605
71,1,14,56.0,SUB-DISTRICT,Shangus,Total,25,0,1,12400,74103,59.09,1254.0,34.0,75.0,7875.0,25.0,84.0,57.0,2,0,0,0,0,0,0,0,0,0,0.2517261219792865,0.022151954636188593,0.6263736263736264,0.0,0.6666666666666666,0.0,0.43247601969955585,0.4034493230287127,4,2,2,2.482158813085605
72,1,14,57.0,SUB-DISTRICT,Kokernag,Total,51,0,1,27343,173712,126.01,1379.0,34.0,75.0,7337.0,25.0,84.0,57.0,2,0,0,0,0,0,0,0,0,0,0.23452883263009847,0.024360084085569434,0.6263736263736264,0.0,0.6666666666666666,0.0,0.4244820963744705,0.39442898111219693,4,2,2,2.482158813085605
73,1,14,58.0,SUB-DISTRICT,Doru Shahabad,Total,61,1,2,25444,199429,130.69,1526.0,33.0,75.0,6430.0,25.0,84.0,57.0,2,0,0,0,0,0,0,0,0,0,0.20553637642245237,0.026956844318041302,0.6263736263736264,0.0,0.6666666666666666,0.0,0.4110053520327372,0.3797451685069415,4,2,2,2.482158813085605
74,1,15,0.0,DISTRICT,Kulgam,Total,226,5,7,73728,424483,410.0,1035.0,33.6452,75.0202,6264.0,24.0,84.0,53.0,2,0,0,0,0,0,0,0,0,0,0.2002301495972382,0.01828331184087336,0.5824175824175825,0.0,0.6666666666666666,0.0,0.4085388255049227,0.3608780519935955,4,2,2,2.482158813085605
75,1,15,59.0,SUB-DISTRICT,Kulgam,Total,161,2,6,49700,285773,265.36,1077.0,34.0,75.0,6264.0,24.0,84.0,53.0,2,0,0,0,0,0,0,0,0,0,0.2002301495972382,0.019025243335865322,0.5824175824175825,0.0,0.6666666666666666,0.0,0.4085388255049227,0.36053317534687496,4,2,2,2.482158813085605
76,1,15,60.0,SUB-DISTRICT,"Devsar, Jammu and Kashmir",Total,15,1,1,4924,31893,20.37,1566.0,34.0,75.0,5459.0,24.0,84.0,53.0,2,0,0,0,0,0,0,0,0,0,0.17449814601713337,0.02766344574184317,0.5824175824175825,0.0,0.6666666666666666,0.0,0.39657765770437664,0.3445566580166534,4,2,2,2.482158813085605
77,1,15,61.0,SUB-DISTRICT,Damhal Hanji Pora,Total,50,2,0,19104,106817,124.64,857.0,34.0,75.0,13022.0,24.0,84.0,53.0,2,0,0,0,2,0,0,0,0,0,0.8325022375655287,0.015138935504955042,0.5824175824175825,0.0,0.6666666666666666,0.0,0.7024418057469121,0.6562426523097815,6,3,2,5.458335340619995
